FIGHTER,HEIGHT_fighter,WEIGHT_fighter,REACH_fighter,STANCE_fighter,Fights,Win,DRAW,Lost,No_contest,TotalTime,KD_fighter,SUB.ATT_fighter,REV._fighter,CTRL_fighter,SIG.STR._landed_fighter,SIG.STR._attempts_fighter,TOTAL STR._landed_fighter,TOTAL STR._attempts_fighter,TD_landed_fighter,TD_attempts_fighter,HEAD_landed_fighter,HEAD_attempts_fighter,BODY_landed_fighter,BODY_attempts_fighter,LEG_landed_fighter,LEG_attempts_fighter,DISTANCE_landed_fighter,DISTANCE_attempts_fighter,CLINCH_landed_fighter,CLINCH_attempts_fighter,GROUND_landed_fighter,GROUND_attempts_fighter,KD_opponent,SUB.ATT_opponent,REV._opponent,CTRL_opponent,SIG.STR._landed_opponent,SIG.STR._attempts_opponent,TOTAL STR._landed_opponent,TOTAL STR._attempts_opponent,TD_landed_opponent,TD_attempts_opponent,HEAD_landed_opponent,HEAD_attempts_opponent,BODY_landed_opponent,BODY_attempts_opponent,LEG_landed_opponent,LEG_attempts_opponent,DISTANCE_landed_opponent,DISTANCE_attempts_opponent,CLINCH_landed_opponent,CLINCH_attempts_opponent,GROUND_landed_opponent,GROUND_attempts_opponent,form_score_fighter
Alex Ricci,71.0,155.0,72.0,Orthodox,2,0,0,2,0,1184,0.0,0.0,0.0,88,49,119,104,177,0,2,19,66,19,38,11,15,34,96,15,22,0,1,1.0,0.0,0.0,673.0,50.0,142.0,66.0,165.0,5.0,14.0,30.0,108.0,12.0,22.0,8.0,12.0,38.0,111.0,11.0,24.0,1.0,7.0,0.0
Alex Schoenauer,75.0,185.0,72.0,Orthodox,1,0,0,1,0,20,0.0,0.0,0.0,0,1,4,1,4,0,0,0,2,0,1,1,1,1,4,0,0,0,0,1.0,0.0,0.0,0.0,7.0,13.0,7.0,13.0,0.0,0.0,6.0,12.0,0.0,0.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0
Alex Soto,68.0,135.0,72.0,Southpaw,2,0,0,2,0,956,0.0,0.0,0.0,55,47,186,52,193,3,10,19,142,21,36,7,8,41,176,4,8,2,2,3.0,0.0,0.0,8.0,80.0,197.0,90.0,208.0,0.0,0.0,59.0,166.0,14.0,22.0,7.0,9.0,64.0,169.0,9.0,18.0,7.0,10.0,0.0
Alex Stiebling,74.0,205.0,72.0,Southpaw,1,0,0,1,0,600,0.0,1.0,0.0,0,4,7,38,42,0,0,3,5,1,2,0,0,0,2,1,2,3,3,0.0,3.0,0.0,564.0,9.0,19.0,68.0,78.0,2.0,4.0,7.0,17.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,17.0,0.0
Alex Torres,70.0,145.0,72.0,Orthodox,1,0,0,1,0,900,0.0,0.0,0.0,195,37,99,40,102,2,9,22,73,8,12,7,14,26,74,11,25,0,0,0.0,0.0,0.0,98.0,41.0,134.0,61.0,158.0,1.0,2.0,32.0,121.0,9.0,12.0,0.0,1.0,24.0,96.0,15.0,34.0,2.0,4.0,0.0
Alex White,72.0,155.0,71.0,Southpaw,10,4,0,6,0,6881,4.0,4.0,2.0,527,431,1026,572,1187,7,25,265,780,138,211,28,35,288,816,118,176,25,34,2.0,5.0,1.0,2316.0,352.0,897.0,470.0,1038.0,11.0,38.0,223.0,671.0,66.0,128.0,63.0,98.0,240.0,727.0,65.0,102.0,47.0,68.0,0.6
Alexa Grasso,65.0,125.0,66.0,Orthodox,13,8,0,5,0,12375,1.0,9.0,4.0,1232,864,2063,1674,2976,6,15,534,1584,169,249,161,230,696,1837,140,188,28,38,0.0,2.0,2.0,3234.0,761.0,1824.0,1325.0,2419.0,33.0,73.0,552.0,1531.0,136.0,199.0,73.0,94.0,640.0,1651.0,75.0,112.0,46.0,61.0,1.07
Alexander Gustafsson,77.0,205.0,79.0,Orthodox,18,10,0,8,0,11188,9.0,5.0,0.0,1839,751,1845,1001,2125,19,48,523,1484,110,205,118,156,575,1583,59,106,117,156,3.0,4.0,0.0,1077.0,659.0,1357.0,860.0,1576.0,8.0,49.0,398.0,992.0,102.0,162.0,159.0,203.0,496.0,1131.0,101.0,148.0,62.0,78.0,0.14
Alexander Hernandez,69.0,155.0,72.0,Orthodox,14,7,0,7,0,8569,4.0,1.0,2.0,1034,633,1544,747,1677,9,31,326,1067,219,354,88,123,542,1411,59,88,32,45,2.0,3.0,0.0,888.0,658.0,1543.0,784.0,1683.0,11.0,39.0,389.0,1177.0,157.0,230.0,112.0,136.0,549.0,1392.0,76.0,107.0,33.0,44.0,0.22
Alexander Munoz,69.0,155.0,72.0,Switch,3,1,0,2,0,2700,1.0,0.0,0.0,429,161,424,175,439,8,24,109,345,29,54,23,25,137,390,9,13,15,21,0.0,0.0,0.0,5.0,231.0,518.0,237.0,526.0,0.0,2.0,196.0,469.0,31.0,44.0,4.0,5.0,227.0,506.0,4.0,12.0,0.0,0.0,0.5
Alexander Volkanovski,66.0,145.0,71.0,Orthodox,16,13,0,3,0,15179,6.0,3.0,3.0,3344,1559,2759,1870,3136,30,79,972,1981,177,261,410,517,1157,2181,144,197,258,381,3.0,3.0,2.0,828.0,870.0,2079.0,1035.0,2261.0,12.0,40.0,522.0,1582.0,218.0,310.0,130.0,187.0,758.0,1941.0,89.0,114.0,23.0,24.0,0.55
Alexander Volkov,79.0,250.0,80.0,Orthodox,16,12,0,4,0,12068,4.0,1.0,0.0,918,1099,1927,1356,2220,7,11,674,1398,223,287,202,242,931,1695,95,138,73,94,2.0,1.0,3.0,2501.0,646.0,1449.0,788.0,1623.0,21.0,84.0,368.0,1069.0,136.0,205.0,142.0,175.0,499.0,1243.0,37.0,52.0,110.0,154.0,3.5
Alexander Yakovlev,75.0,155.0,74.0,Southpaw,9,3,0,6,0,5951,2.0,1.0,1.0,898,173,365,231,433,11,31,85,249,46,63,42,53,124,300,22,29,27,36,1.0,3.0,0.0,2407.0,239.0,576.0,495.0,852.0,10.0,36.0,151.0,463.0,43.0,63.0,45.0,50.0,140.0,443.0,30.0,43.0,69.0,90.0,0.36
Alexandr Romanov,74.0,262.0,75.0,Southpaw,9,6,0,3,0,4312,0.0,4.0,1.0,2089,283,543,412,711,20,37,205,453,37,47,41,43,119,251,23,27,141,265,0.0,2.0,0.0,473.0,154.0,312.0,274.0,448.0,5.0,7.0,98.0,243.0,29.0,38.0,27.0,31.0,127.0,279.0,18.0,23.0,9.0,10.0,0.57
Alexandre Barros,69.0,170.0,72.0,Southpaw,1,0,0,1,0,489,0.0,0.0,0.0,135,8,20,13,25,1,2,1,12,1,1,6,7,4,15,3,3,1,2,1.0,2.0,0.0,186.0,33.0,52.0,51.0,71.0,0.0,1.0,26.0,42.0,6.0,9.0,1.0,1.0,4.0,16.0,6.0,10.0,23.0,26.0,0.0
Alexandre Dantas,74.0,238.0,72.0,Orthodox,2,0,0,2,0,1037,0.0,1.0,1.0,503,15,47,25,59,2,15,14,45,0,1,1,1,1,8,1,1,13,38,1.0,0.0,2.0,341.0,42.0,77.0,74.0,113.0,0.0,0.0,37.0,69.0,5.0,8.0,0.0,0.0,10.0,27.0,5.0,6.0,27.0,44.0,0.0
Alexandre Ferreira,67.0,205.0,72.0,Orthodox,1,0,0,1,0,140,0.0,0.0,0.0,0,6,10,9,13,0,3,1,3,3,5,2,2,3,5,3,5,0,0,0.0,0.0,0.0,38.0,19.0,33.0,33.0,48.0,2.0,2.0,19.0,32.0,0.0,1.0,0.0,0.0,3.0,9.0,0.0,1.0,16.0,23.0,0.0
Alexandre Pantoja,65.0,125.0,67.0,Orthodox,15,12,0,3,0,11721,4.0,11.0,3.0,3558,861,1731,1058,1966,34,71,550,1319,186,258,125,154,689,1507,91,123,81,101,1.0,0.0,9.0,1387.0,776.0,1561.0,1101.0,1931.0,24.0,76.0,639.0,1387.0,83.0,107.0,54.0,67.0,665.0,1394.0,56.0,87.0,55.0,80.0,4.1
Alexis Davis,66.0,135.0,68.0,Orthodox,14,8,0,6,0,10875,0.0,9.0,5.0,3463,754,1591,1450,2417,12,26,379,1107,135,195,240,289,566,1326,91,138,97,127,0.0,4.0,1.0,1475.0,746.0,1661.0,1154.0,2119.0,16.0,22.0,550.0,1404.0,115.0,154.0,81.0,103.0,621.0,1505.0,60.0,85.0,65.0,71.0,0.83
Alexis Dufresne,69.0,135.0,72.0,Orthodox,2,0,0,2,0,1800,0.0,0.0,1.0,667,40,144,98,208,3,6,12,100,8,13,20,31,31,123,2,4,7,17,0.0,0.0,1.0,170.0,100.0,255.0,209.0,371.0,1.0,2.0,76.0,216.0,11.0,25.0,13.0,14.0,84.0,227.0,13.0,22.0,3.0,6.0,0.0
Alfonso Alcarez,63.0,145.0,72.0,Orthodox,1,0,0,1,0,600,0.0,0.0,0.0,127,34,62,69,101,1,2,21,47,6,8,7,7,9,15,21,37,4,10,0.0,1.0,0.0,403.0,48.0,81.0,69.0,105.0,0.0,1.0,32.0,62.0,7.0,9.0,9.0,10.0,3.0,16.0,35.0,53.0,10.0,12.0,0.0
Ali AlQaisi,66.0,135.0,68.0,Orthodox,2,0,0,2,0,1800,0.0,2.0,0.0,475,73,172,112,221,7,24,40,128,10,15,23,29,63,157,9,12,1,3,0.0,4.0,0.0,178.0,59.0,135.0,106.0,191.0,2.0,5.0,41.0,104.0,10.0,19.0,8.0,12.0,49.0,120.0,7.0,12.0,3.0,3.0,0.0
Ali Bagautinov,64.0,125.0,65.0,Orthodox,7,4,0,3,0,6808,2.0,2.0,1.0,1907,323,761,448,904,19,52,182,573,104,135,37,53,166,537,64,97,93,127,0.0,5.0,0.0,662.0,351.0,737.0,536.0,944.0,7.0,20.0,188.0,507.0,88.0,130.0,75.0,100.0,193.0,537.0,131.0,169.0,27.0,31.0,0.48
Aliaskhab Khizriev,69.0,185.0,74.0,Southpaw,2,1,0,0,1,429,0.0,1.0,0.0,166,43,69,55,81,2,3,31,54,9,11,3,4,34,58,1,3,8,8,0.0,0.0,0.0,2.0,32.0,83.0,44.0,95.0,0.0,1.0,28.0,78.0,4.0,5.0,0.0,0.0,31.0,81.0,1.0,2.0,0.0,0.0,0.53
Alice Ardelean,63.0,115.0,62.0,Orthodox,1,0,0,1,0,900,0.0,0.0,0.0,354,57,105,80,139,2,4,42,84,10,15,5,6,50,97,3,3,4,5,0.0,0.0,0.0,10.0,77.0,169.0,151.0,252.0,0.0,2.0,44.0,119.0,22.0,36.0,11.0,14.0,73.0,164.0,4.0,5.0,0.0,0.0,0.0
Alistair Overeem,76.0,265.0,80.0,Orthodox,20,12,0,8,0,11089,10.0,3.0,0.0,2891,715,962,942,1210,10,29,386,593,231,262,98,107,314,482,144,166,257,314,9.0,1.0,0.0,1133.0,589.0,1205.0,814.0,1454.0,7.0,19.0,404.0,958.0,126.0,166.0,59.0,81.0,357.0,887.0,155.0,220.0,77.0,98.0,1.67
Aljamain Sterling,67.0,145.0,71.0,Orthodox,20,16,0,4,0,15940,0.0,13.0,2.0,5138,1225,2333,1871,3041,41,149,594,1465,405,572,226,296,807,1786,185,239,233,308,5.0,1.0,1.0,2756.0,612.0,1474.0,1006.0,1907.0,23.0,42.0,294.0,1018.0,163.0,265.0,155.0,191.0,475.0,1277.0,89.0,130.0,48.0,67.0,1.97
Allan Goes,72.0,205.0,72.0,Orthodox,1,0,0,1,0,900,1.0,0.0,0.0,0,36,49,43,56,0,0,16,27,4,4,16,18,29,42,6,6,1,1,1.0,1.0,0.0,0.0,31.0,54.0,53.0,77.0,1.0,1.0,21.0,43.0,9.0,10.0,1.0,1.0,3.0,16.0,18.0,25.0,10.0,13.0,0.0
Allan Nascimento,68.0,125.0,69.0,Orthodox,3,2,0,1,0,1996,0.0,3.0,3.0,726,50,100,119,169,4,9,22,61,12,22,16,17,30,63,2,4,18,33,0.0,2.0,2.0,954.0,29.0,76.0,91.0,141.0,4.0,5.0,23.0,67.0,5.0,7.0,1.0,2.0,14.0,53.0,1.0,1.0,14.0,22.0,1.4
Allan Zuniga,67.0,155.0,70.0,Orthodox,1,0,0,1,0,900,0.0,1.0,0.0,0,59,112,93,147,0,0,33,78,18,24,8,10,44,96,14,15,1,1,0.0,0.0,0.0,668.0,27.0,71.0,94.0,152.0,8.0,19.0,22.0,61.0,2.0,6.0,3.0,4.0,20.0,62.0,5.0,7.0,2.0,2.0,0.0
Allen Berube,68.0,155.0,72.0,Orthodox,1,0,0,1,0,262,0.0,1.0,0.0,160,4,5,26,28,2,2,4,5,0,0,0,0,0,1,0,0,4,4,0.0,1.0,2.0,77.0,4.0,6.0,11.0,15.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,0.0
Allen Crowder,75.0,245.0,76.0,Orthodox,3,1,0,2,0,610,0.0,1.0,0.0,142,27,69,33,76,1,3,18,60,1,1,8,8,21,57,3,9,3,3,2.0,0.0,0.0,80.0,55.0,112.0,64.0,121.0,0.0,0.0,45.0,102.0,7.0,7.0,3.0,3.0,32.0,77.0,12.0,24.0,11.0,11.0,0.07
Alonzo Menifield,72.0,205.0,76.0,Orthodox,14,8,0,6,0,6846,5.0,2.0,1.0,1945,427,780,583,946,5,13,361,707,31,37,35,36,307,621,65,95,55,64,4.0,3.0,1.0,1018.0,435.0,856.0,619.0,1056.0,9.0,41.0,246.0,625.0,156.0,193.0,33.0,38.0,302.0,706.0,118.0,133.0,15.0,17.0,0.62
Alptekin Ozkilic,65.0,125.0,65.0,Orthodox,4,1,0,3,0,2990,0.0,0.0,0.0,750,190,588,229,636,14,24,144,501,30,69,16,18,154,511,25,42,11,35,3.0,1.0,1.0,212.0,285.0,703.0,307.0,729.0,4.0,16.0,189.0,560.0,71.0,115.0,25.0,28.0,218.0,593.0,34.0,54.0,33.0,56.0,0.15
Alvaro Herrera Mendoza,72.0,155.0,74.0,Orthodox,4,1,0,3,0,795,1.0,1.0,0.0,11,25,65,26,66,0,0,17,56,7,8,1,1,20,60,3,3,2,2,1.0,2.0,0.0,366.0,45.0,100.0,72.0,134.0,4.0,6.0,20.0,60.0,8.0,17.0,17.0,23.0,31.0,75.0,2.0,3.0,12.0,22.0,0.21
Alvin Robinson,69.0,155.0,68.0,Southpaw,4,1,0,3,0,2185,0.0,3.0,4.0,671,57,113,247,336,3,6,53,108,3,3,1,2,13,35,5,10,39,68,0.0,8.0,3.0,1362.0,47.0,96.0,227.0,295.0,6.0,8.0,37.0,85.0,8.0,8.0,2.0,3.0,4.0,18.0,3.0,3.0,40.0,75.0,0.22
Amanda Cooper,63.0,115.0,64.0,Switch,6,2,0,4,0,2943,0.0,6.0,1.0,1018,174,394,319,579,5,13,134,344,23,31,17,19,112,318,7,10,55,66,2.0,8.0,1.0,629.0,157.0,327.0,218.0,395.0,5.0,7.0,106.0,265.0,33.0,40.0,18.0,22.0,107.0,265.0,9.0,10.0,41.0,52.0,0.55
Amanda Lemos,64.0,115.0,65.0,Southpaw,12,8,0,4,0,6993,6.0,6.0,2.0,1042,368,677,442,756,7,11,238,513,80,109,50,55,260,528,51,65,57,84,1.0,5.0,4.0,2606.0,451.0,810.0,783.0,1168.0,10.0,26.0,274.0,567.0,105.0,139.0,72.0,104.0,234.0,535.0,109.0,137.0,108.0,138.0,1.04
Amanda Nunes,68.0,135.0,69.0,Orthodox,18,16,0,2,0,12264,8.0,10.0,0.0,4202,928,1784,1263,2187,38,67,629,1337,124,198,175,249,639,1309,33,51,256,424,0.0,6.0,1.0,791.0,499.0,1226.0,826.0,1599.0,6.0,32.0,338.0,1001.0,73.0,109.0,88.0,116.0,397.0,1071.0,45.0,66.0,57.0,89.0,2.03
Amanda Ribas,63.0,125.0,66.0,Orthodox,11,7,0,4,0,8280,1.0,6.0,1.0,2215,639,1589,1061,2092,19,37,393,1215,117,212,129,162,546,1454,35,49,58,86,2.0,2.0,2.0,959.0,469.0,1208.0,748.0,1525.0,4.0,27.0,333.0,987.0,99.0,173.0,37.0,48.0,375.0,1085.0,38.0,52.0,56.0,71.0,0.69
Amar Suloev,69.0,183.0,72.0,Orthodox,2,0,0,2,0,1079,0.0,1.0,0.0,3,35,84,35,84,1,1,21,66,2,5,12,13,33,82,0,0,2,2,0.0,0.0,0.0,51.0,57.0,167.0,65.0,177.0,0.0,2.0,27.0,126.0,0.0,2.0,30.0,39.0,48.0,155.0,2.0,3.0,7.0,9.0,0.0
Amaury Bitetti,69.0,185.0,72.0,Orthodox,2,1,0,1,0,913,0.0,0.0,0.0,14,8,15,40,50,0,6,5,12,1,1,2,2,4,6,4,9,0,0,1.0,0.0,0.0,92.0,58.0,86.0,112.0,143.0,1.0,2.0,35.0,62.0,22.0,23.0,1.0,1.0,7.0,23.0,17.0,25.0,34.0,38.0,0.1
Amilcar Alves,72.0,170.0,72.0,Southpaw,2,0,0,2,0,1691,0.0,0.0,0.0,0,14,30,37,60,0,1,8,19,4,5,2,6,7,20,3,4,4,6,0.0,2.0,0.0,1456.0,57.0,82.0,201.0,253.0,7.0,15.0,17.0,40.0,15.0,15.0,25.0,27.0,2.0,13.0,5.0,7.0,50.0,62.0,0.0
Amir Albazi,65.0,125.0,68.0,Orthodox,5,5,0,0,0,3689,2.0,3.0,0.0,1239,172,441,271,558,7,21,112,360,34,50,26,31,139,389,3,8,30,44,0.0,0.0,1.0,107.0,189.0,517.0,264.0,616.0,3.0,5.0,88.0,377.0,62.0,87.0,39.0,53.0,178.0,496.0,3.0,5.0,8.0,16.0,4.3
Amir Sadollah,70.0,170.0,75.0,Orthodox,11,6,0,5,0,7918,0.0,3.0,0.0,1106,621,1336,759,1488,5,18,286,874,162,257,173,205,420,1019,149,232,52,85,1.0,0.0,0.0,3008.0,469.0,1193.0,659.0,1413.0,20.0,51.0,361.0,1033.0,64.0,111.0,44.0,49.0,303.0,900.0,89.0,153.0,77.0,140.0,0.49
Anderson Dos Santos,65.0,135.0,70.0,Orthodox,4,1,0,3,0,2751,0.0,2.0,0.0,436,124,486,168,533,3,21,87,433,15,24,22,29,107,461,10,12,7,13,1.0,0.0,0.0,297.0,246.0,489.0,281.0,531.0,2.0,6.0,187.0,418.0,28.0,35.0,31.0,36.0,216.0,449.0,13.0,14.0,17.0,26.0,0.53
Anderson Silva,74.0,185.0,77.0,Southpaw,25,17,0,7,1,16250,18.0,6.0,1.0,822,832,1410,1029,1632,3,4,449,939,181,231,202,240,567,1081,123,147,142,182,6.0,4.0,1.0,4092.0,698.0,1724.0,1301.0,2422.0,18.0,76.0,423.0,1321.0,88.0,153.0,187.0,250.0,456.0,1308.0,72.0,129.0,170.0,287.0,0.15
Andre Ewell,68.0,145.0,75.0,Southpaw,9,4,0,5,0,7574,1.0,1.0,0.0,277,540,1349,577,1395,3,4,317,1023,165,253,58,73,528,1319,11,26,1,4,2.0,5.0,1.0,1463.0,615.0,1265.0,813.0,1484.0,9.0,33.0,321.0,850.0,133.0,200.0,161.0,215.0,471.0,1081.0,61.0,78.0,83.0,106.0,0.33
Andre Fialho,72.0,170.0,74.0,Orthodox,7,2,0,5,0,3671,2.0,0.0,0.0,125,202,486,223,511,1,1,140,404,39,56,23,26,165,439,32,36,5,11,4.0,0.0,1.0,425.0,383.0,707.0,440.0,778.0,4.0,12.0,224.0,503.0,112.0,154.0,47.0,50.0,300.0,599.0,45.0,58.0,38.0,50.0,0.14
Andre Fili,71.0,145.0,74.0,Orthodox,23,12,0,10,1,14643,6.0,4.0,6.0,2418,948,2502,1143,2729,35,80,686,2129,140,219,122,154,812,2270,58,99,78,133,6.0,7.0,4.0,2515.0,1004.0,2051.0,1365.0,2450.0,21.0,70.0,567.0,1481.0,179.0,286.0,258.0,284.0,849.0,1793.0,46.0,81.0,109.0,177.0,1.19
Andre Gusmao,72.0,205.0,72.0,Orthodox,2,0,0,2,0,1097,0.0,0.0,0.0,110,51,117,64,132,0,1,14,62,19,34,18,21,32,71,19,46,0,0,1.0,0.0,0.0,272.0,60.0,152.0,86.0,179.0,2.0,5.0,40.0,119.0,16.0,25.0,4.0,8.0,27.0,92.0,28.0,53.0,5.0,7.0,0.0
Andre Lima,67.0,125.0,67.0,Orthodox,3,3,0,0,0,2272,0.0,4.0,0.0,573,99,195,133,237,3,5,35,108,21,31,43,56,92,187,7,8,0,0,0.0,0.0,0.0,230.0,106.0,230.0,141.0,283.0,6.0,19.0,51.0,158.0,35.0,50.0,20.0,22.0,96.0,215.0,9.0,12.0,1.0,3.0,1.4
Andre Muniz,73.0,185.0,78.0,Southpaw,8,6,0,2,0,4739,0.0,7.0,1.0,1839,139,299,345,603,24,44,84,232,28,38,27,29,116,268,7,9,16,22,0.0,3.0,5.0,1126.0,163.0,357.0,270.0,494.0,6.0,9.0,107.0,284.0,37.0,52.0,19.0,21.0,96.0,236.0,4.0,6.0,63.0,115.0,1.12
Andre Pederneiras,68.0,155.0,72.0,Orthodox,1,0,0,1,0,394,0.0,0.0,0.0,4,10,19,17,26,0,1,3,10,1,2,6,7,4,8,5,9,1,2,0.0,0.0,0.0,96.0,13.0,42.0,25.0,54.0,0.0,0.0,6.0,32.0,5.0,7.0,2.0,3.0,6.0,31.0,7.0,11.0,0.0,0.0,0.0
Andre Petroski,72.0,185.0,73.0,Switch,9,7,0,2,0,5759,1.0,11.0,1.0,3008,266,527,417,718,25,44,194,444,53,61,19,22,177,408,8,9,81,110,1.0,1.0,0.0,279.0,236.0,498.0,342.0,613.0,2.0,10.0,165.0,403.0,44.0,61.0,27.0,34.0,200.0,447.0,16.0,20.0,20.0,31.0,1.32
Andre Roberts,74.0,345.0,72.0,Orthodox,2,1,0,1,0,214,1.0,0.0,0.0,28,12,23,13,24,0,0,12,22,0,1,0,0,6,12,3,8,3,3,0.0,0.0,0.0,28.0,30.0,62.0,35.0,67.0,0.0,0.0,25.0,54.0,3.0,6.0,2.0,2.0,14.0,26.0,16.0,36.0,0.0,0.0,0.7
Andre Soukhamthath,69.0,135.0,70.0,Orthodox,7,2,0,5,0,5766,6.0,1.0,0.0,867,266,604,348,693,8,15,122,421,88,116,56,67,178,487,58,80,30,37,0.0,3.0,2.0,1560.0,414.0,826.0,637.0,1084.0,7.0,17.0,262.0,626.0,81.0,107.0,71.0,93.0,285.0,659.0,41.0,55.0,88.0,112.0,0.43
Andre Winner,71.0,155.0,73.0,Orthodox,6,2,0,4,0,4019,2.0,0.0,0.0,466,169,505,254,591,0,3,82,369,50,85,37,51,91,411,75,90,3,4,1.0,2.0,0.0,1215.0,306.0,634.0,420.0,760.0,9.0,35.0,156.0,438.0,83.0,111.0,67.0,85.0,183.0,450.0,116.0,174.0,7.0,10.0,0.39
Andrea Lee,66.0,125.0,69.0,Orthodox,13,5,0,8,0,11092,1.0,7.0,4.0,1780,871,1857,1127,2147,21,38,401,1223,284,406,186,228,706,1643,99,124,66,90,0.0,5.0,2.0,2225.0,708.0,1892.0,1056.0,2340.0,28.0,62.0,432.0,1460.0,146.0,281.0,130.0,151.0,636.0,1776.0,49.0,77.0,23.0,39.0,0.0
Andreas Michailidis,72.0,170.0,76.0,Orthodox,4,1,0,3,0,2418,0.0,0.0,1.0,406,117,227,157,269,3,11,64,161,31,40,22,26,98,201,13,19,6,7,1.0,0.0,0.0,796.0,144.0,259.0,220.0,344.0,5.0,10.0,47.0,135.0,31.0,42.0,66.0,82.0,94.0,201.0,32.0,37.0,18.0,21.0,0.22
Andreas Stahl,71.0,170.0,72.0,Orthodox,2,0,0,2,0,1165,0.0,0.0,0.0,197,55,145,83,178,2,3,33,117,13,17,9,11,40,122,13,21,2,2,1.0,0.0,0.0,236.0,92.0,217.0,105.0,231.0,2.0,10.0,62.0,177.0,21.0,30.0,9.0,10.0,74.0,191.0,16.0,24.0,2.0,2.0,0.0
Andrei Arlovski,75.0,240.0,77.0,Orthodox,42,23,0,18,1,24598,10.0,5.0,1.0,1931,1585,3479,1907,3843,9,26,875,2536,339,475,371,468,1352,3136,191,280,42,63,10.0,6.0,3.0,4066.0,1346.0,3113.0,1930.0,3771.0,16.0,72.0,853.0,2459.0,244.0,357.0,249.0,297.0,995.0,2590.0,191.0,284.0,160.0,239.0,0.1
Andrei Semenov,72.0,185.0,72.0,Orthodox,2,1,0,1,0,1168,1.0,1.0,0.0,252,10,75,40,105,1,2,8,69,0,1,2,5,8,66,1,3,1,6,0.0,13.0,0.0,400.0,55.0,107.0,168.0,225.0,3.0,6.0,26.0,68.0,7.0,10.0,22.0,29.0,33.0,73.0,9.0,14.0,13.0,20.0,0.47
Andrew Craig,73.0,170.0,76.0,Orthodox,7,3,0,4,0,5141,2.0,0.0,2.0,732,205,512,450,786,3,8,142,431,28,39,35,42,150,445,26,33,29,34,5.0,4.0,0.0,1527.0,258.0,522.0,411.0,684.0,10.0,36.0,164.0,390.0,51.0,77.0,43.0,55.0,190.0,442.0,28.0,31.0,40.0,49.0,0.15
Andrew Holbrook,71.0,155.0,70.0,Southpaw,5,2,0,3,0,2123,0.0,5.0,1.0,376,78,158,181,271,2,11,47,115,23,33,8,10,38,104,27,39,13,15,3.0,0.0,0.0,875.0,106.0,231.0,163.0,299.0,9.0,10.0,88.0,202.0,14.0,23.0,4.0,6.0,54.0,138.0,30.0,55.0,22.0,38.0,0.37
Andrew Sanchez,73.0,185.0,74.0,Orthodox,10,5,0,5,0,7778,3.0,0.0,0.0,2434,557,1275,850,1629,22,60,407,1054,99,149,51,72,438,1125,54,78,65,72,1.0,0.0,1.0,172.0,591.0,1217.0,719.0,1361.0,0.0,8.0,404.0,992.0,135.0,167.0,52.0,58.0,452.0,1044.0,119.0,153.0,20.0,20.0,0.46
Andy Anderson,66.0,240.0,72.0,Orthodox,1,0,0,1,0,83,0.0,0.0,1.0,0,2,2,6,6,0,2,2,2,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,17.0,28.0,30.0,41.0,0.0,0.0,7.0,17.0,10.0,11.0,0.0,0.0,6.0,14.0,6.0,9.0,5.0,5.0,0.0
Andy Enz,75.0,185.0,78.0,Orthodox,3,0,0,3,0,1916,0.0,0.0,0.0,0,112,482,121,492,0,1,74,429,22,31,16,22,110,478,2,3,0,1,2.0,0.0,0.0,256.0,170.0,404.0,180.0,415.0,5.0,12.0,91.0,306.0,29.0,42.0,50.0,56.0,143.0,366.0,16.0,22.0,11.0,16.0,0.0
Andy Ogle,68.0,145.0,69.0,Orthodox,6,1,0,5,0,4368,1.0,0.0,1.0,2217,163,363,445,659,7,26,99,275,43,66,21,22,116,300,8,12,39,51,2.0,5.0,4.0,806.0,162.0,326.0,305.0,482.0,5.0,12.0,107.0,261.0,38.0,45.0,17.0,20.0,126.0,282.0,22.0,28.0,14.0,16.0,0.1
Andy Wang,66.0,155.0,72.0,Orthodox,1,0,0,1,0,70,0.0,0.0,0.0,0,4,11,4,11,0,1,3,8,1,2,0,1,1,6,3,5,0,0,1.0,0.0,0.0,15.0,12.0,32.0,14.0,34.0,0.0,0.0,11.0,29.0,1.0,3.0,0.0,0.0,3.0,16.0,1.0,4.0,8.0,12.0,0.0
Ange Loosa,70.0,170.0,74.0,Orthodox,5,2,0,2,1,3960,0.0,0.0,0.0,856,390,835,542,1014,12,30,236,632,75,111,79,92,295,702,46,72,49,61,0.0,0.0,0.0,206.0,433.0,924.0,468.0,969.0,2.0,9.0,300.0,754.0,93.0,125.0,40.0,45.0,397.0,869.0,33.0,47.0,3.0,8.0,0.49
Angel Pacheco,68.0,135.0,70.0,Orthodox,1,0,0,1,0,900,0.0,0.0,0.0,9,88,234,95,241,0,0,44,180,32,38,12,16,80,226,8,8,0,0,0.0,0.0,0.0,282.0,140.0,268.0,148.0,286.0,3.0,4.0,112.0,226.0,18.0,30.0,10.0,12.0,97.0,208.0,9.0,10.0,34.0,50.0,0.0
